2
0 360 17
0 180 73

	3.85475	3.74302	3.61453	3.49162
	3.34637	3.20112	3.05028	2.89385
	2.72067	2.57542	2.39665	2.22905
	2.03911	1.87709	1.69274	1.50279
	1.32961	1.14525	0.977654	0.798883
	0.625698	0.47486	0.318436	0.167598
	0.0446927	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	4.54749	4.53631	4.5419
	4.50838	4.48603	4.44693	4.39665
	4.32402	4.2514	4.16201	4.07821
	3.98324	3.86592	3.73743	3.62011
	3.48603	3.34637	3.20112	3.05028
	2.88827	2.73184	2.57542	2.40223
	2.22905	2.04469	1.88268	1.68715
	1.50838	1.3352	1.15642	0.96648
	0.810056	0.636872	0.469274	0.324022
	0.178771	0.0446927	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	4.54749	4.53631
	4.5419	4.51955	4.49162	4.44134
	4.39106	4.32402	4.2514	4.1676
	4.07821	3.96648	3.86592	3.73743
	3.6257	3.48045	3.34078	3.20112
	3.05028	2.89385	2.74302	2.56425
	2.39665	2.22905	2.05587	1.86592
	1.69832	1.50838	1.32961	1.15084
	0.972067	0.793296	0.636872	0.469274
	0.312849	0.178771	0.0446927	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	4.54749
	4.54749	4.53631	4.50838	4.49162
	4.43575	4.37989	4.32961	4.2514
	4.15642	4.07821	3.96648	3.86034
	3.7486	3.61453	3.49162	3.34637
	3.18994	3.05587	2.89385	2.72067
	2.56983	2.39665	2.21788	2.05028
	1.87151	1.68156	1.50838	1.32402
	1.13966	0.96648	0.793296	0.636872
	0.469274	0.307263	0.173184	0.0391061
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	4.54749	4.56425	4.54749	4.53631
	4.49721	4.44693	4.39665	4.34078
	4.26816	4.17877	4.0838	3.98324
	3.86034	3.7486	3.61453	3.48603
	3.34078	3.19553	3.03911	2.88827
	2.72067	2.55307	2.39106	2.21229
	2.02793	1.86034	1.67598	1.48603
	1.31844	1.12849	0.944134	0.787709
	0.614525	0.446927	0.307263	0.156425
	0.027933	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	4.54749	4.55307	4.54749
	4.51955	4.48603	4.44134	4.37989
	4.31844	4.24581	4.15642	4.05587
	3.96089	3.84916	3.72626	3.59777
	3.4581	3.31285	3.17877	3.01676
	2.86592	2.7095	2.53631	2.36313
	2.20112	2.01676	1.82682	1.6648
	1.47486	1.2905	1.11732	0.927374
	0.77095	0.597765	0.430168	0.290503
	0.145251	0.0167598	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	4.54749	4.54749
	4.53631	4.50838	4.48603	4.44693
	4.40223	4.31844	4.2514	4.16201
	4.06704	3.95531	3.84916	3.72626
	3.58659	3.4581	3.31844	3.1676
	3.02235	2.85475	2.69274	2.53073
	2.34637	2.18994	2.00559	1.81564
	1.64804	1.46369	1.26816	1.08939
	0.916201	0.743017	0.586592	0.418994
	0.268156	0.134078	0.0111732	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	4.54749
	4.57542	4.55307	4.53631	4.48603
	4.44693	4.38547	4.32402	4.24022
	4.15084	4.06145	3.94972	3.82682
	3.72067	3.59218	3.46369	3.31285
	3.15642	3.01676	2.85475	2.69274
	2.53073	2.35196	2.1676	2.00559
	1.81006	1.6257	1.45251	1.26816
	1.07821	0.910615	0.73743	0.564246
	0.413408	0.256983	0.111732	0.00558659
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	4.54749	4.55866	4.54749	4.52514
	4.49721	4.44134	4.38547	4.31844
	4.24022	4.15084	4.05587	3.96089
	3.84358	3.7095	3.58101	3.44693
	3.30168	3.16201	3.00559	2.84358
	2.69274	2.51955	2.34078	2.1676
	1.98883	1.79888	1.63128	1.44134
	1.2514	1.07821	0.893855	0.715084
	0.564246	0.396648	0.240223	0.111732
	0.00558659	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0
